created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Sat Jun 19 05:02:43 +0000 2021,Vaccine finder,"Pin Code:[411041] 
Navale Medical College
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 0,414,15,44… https://t.co/e4hlYwTg29","Pin Code411041 Navale Medical College Vaccines COVISHIELD, Min Age Limit 18,45, Dose1 Capacity 0,414,15,44 httpstcoe4hlYwTg29",negative,-0.375,0.5,en,0,0,PuneUpdater,89,0,unknown, , ,Not provided
Sat Jun 19 05:02:43 +0000 2021,Vaccine finder,"Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1,14,… https://t.co/fZzUq3l8EK","Pin Code411004 BMCCDEENANATH HOSPITAL PVT Vaccines COVISHIELD, Min Age Limit 18,45, Dose1 Capacity 1,14, httpstcofZzUq3l8EK",negative,-0.75,1.0,en,0,0,PuneUpdater,89,0,unknown, , ,Not provided
Sat Jun 19 05:03:05 +0000 2021,Twitter for Android,#CCPChina see US donates vaccines not sells crappy copy vaccines #CCPLiedPeopleDied,#CCPChina see US donates vaccines not sells crappy copy vaccines #CCPLiedPeopleDied,neutral,0.0,0.0,en,0,0,HappyChat7,60,321,unknown,#ccpchina #ccpliedpeopledied, ,Not provided
Sat Jun 19 05:03:47 +0000 2021,Twitter for Android,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoTI0vK8DQLw,neutral,0.0,0.0,en,738,757,mjmeerajane,299,1398,False, ,@shawajason,Kuala Lumpur
Sat Jun 19 05:03:52 +0000 2021,Twitter for Android,"Here's Robert's story! Read on Covid19 and Disability in Africa. https://t.co/K582QvMnQA Donate to Robert's medical bill, SHARE! @masaah_ @RobertAlai @MOH_Kenya @bonifacemwangi @lizzientonjira @GDIHub @Amref_UK @kikiwemo #BringBill2Zero @LarryMadowo @inABLEorg @olvan_omosh https://t.co/bSn4wVFRii","Heres Roberts story Read on Covid19 and Disability in Africa httpstcoK582QvMnQA Donate to Roberts medical bill, SHARE @masaah_ @RobertAlai @MOH_Kenya @bonifacemwangi @lizzientonjira @GDIHub @Amref_UK @kikiwemo #BringBill2Zero @LarryMadowo @inABLEorg @olvan_omosh httpstcobSn4wVFRii",neutral,0.0,0.0,en,2,2,KiliBlind,585,571,False,#bringbill2zero,@masaah_ @robertalai @moh_kenya @bonifacemwangi @lizzientonjira @gdihub @amref_uk @kikiwemo @larrymadowo @inableorg @olvan_omosh,Taj Tower 7B Upperhill road
Sat Jun 19 05:03:55 +0000 2021,Twitter for Android,"🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM","Africa is in the midst of a fullblown third wave of coronavirus, the head of @WHOAFRO has warned Cases have risen across the continent by more than 20 and deaths have also risen by 15 in the last week @jriggers reports httpstcoCRDhqPHFWM",positive,0.16666666666666666,0.18888888888888888,en,657,735,smilesalotlady_,3902,1412,False, ,@whoafro @jriggers,Raipur India
Sat Jun 19 05:03:57 +0000 2021,Twitter for iPhone,"Cheating the PA while negotiating.
It turns out it's expired &amp; the PA called the deal off.
Your PR propaganda as usual is hasbara.
#FreePalestine from the fraudulent scams. https://t.co/1kMuJ3QarJ",Cheating the PA while negotiating It turns out its expired amp the PA called the deal off Your PR propaganda as usual is hasbara #FreePalestine from the fraudulent scams httpstco1kMuJ3QarJ,negative,-0.175,0.175,en,2,1,lestaluhu212,235,333,False,#freepalestine, ,Not provided
Sat Jun 19 05:04:03 +0000 2021,Vaccine finder,"Pin Code:[411048] 
Kondhwa Savitribai Phule PMC G
Vaccines: COVAXIN,
Min Age Limit: [45,18],
Dose1 Capacity: 0,
Dos… https://t.co/rXLp8Vs2Tt","Pin Code411048 Kondhwa Savitribai Phule PMC G Vaccines COVAXIN, Min Age Limit 45,18, Dose1 Capacity 0, Dos httpstcorXLp8Vs2Tt",negative,-0.75,1.0,en,0,0,PuneUpdater,89,0,unknown, , ,Not provided
Sat Jun 19 05:04:07 +0000 2021,Twitter for Android,RT @SamarDJarrah: When you do cheap propaganda because you are an Apartheid Colonial Settler occupation 👇🏻,RT @SamarDJarrah When you do cheap propaganda because you are an Apartheid Colonial Settler occupation ,positive,0.15000000000000002,0.39999999999999997,en,45,20,RaybalQatar,13120,2196,unknown, ,@samardjarrah,TAMIM QATAR
Sat Jun 19 05:04:20 +0000 2021,IFTTT,Thai Authorities Plan to Administer 10 Million Doses of COVID-19 Vaccines in July #covid19 #corona #Thailand #news https://t.co/4XaWZvG6JD,Thai Authorities Plan to Administer 10 Million Doses of COVID19 Vaccines in July #covid19 #corona #Thailand #news httpstco4XaWZvG6JD,neutral,0.0,0.0,en,0,0,thailanddigest,60,5,unknown,#covid19 #corona #thailand #news, ,Not provided
Sat Jun 19 05:04:55 +0000 2021,Twitter for Android,".@ECA_OFFICIAL &amp; @SongweVera welcome today's news of @antonioguterres appointment for a second leadership term at the helm of the @UN. Together we can make a difference in #Africa under your leadership, esp #silencingtheguns, beat #COVID19 #ClimateChange &amp; other ills. @SongweVera https://t.co/8tsqHiz0G5","@ECA_OFFICIAL amp @SongweVera welcome todays news of @antonioguterres appointment for a second leadership term at the helm of the @UN Together we can make a difference in #Africa under your leadership, esp #silencingtheguns, beat #COVID19 #ClimateChange amp other ills @SongweVera httpstco8tsqHiz0G5",positive,0.225,0.425,en,11,5,selemanykitenge,6244,4918,False,#africa #silencingtheguns #covid19 #climatechange,@eca_official @songwevera @antonioguterres @un @songwevera,South Africa
Sat Jun 19 05:04:58 +0000 2021,Twitter for Android,"Everything in the #COVID19 pandemic is about trust. Innovation is needed in behavioural science on how we as communities &amp; individuals:
- understand epidemics &amp; behave during them
- process information &amp; advice
- build trust
That's as scientific as building vaccines
Dr Mike Ryan https://t.co/Vve48CXS3Y",Everything in the #COVID19 pandemic is about trust Innovation is needed in behavioural science on how we as communities amp individuals understand epidemics amp behave during them process information amp advice build trust Thats as scientific as building vaccines Dr Mike Ryan httpstcoVve48CXS3Y,neutral,0.0,0.0,en,8,3,NatthakitWicha2,15,724,False,#covid19, , 
Sat Jun 19 05:05:01 +0000 2021,Twitter for Android,"There are now 16 #COVID19 vaccines being rolled out worldwide.

But as the virus continues to evolve, here is why we can’t pull the plug on research into new vaccines and therapeutics✏️@gavi⤵️
https://t.co/3GcbMXjXC5","There are now 16 #COVID19 vaccines being rolled out worldwide But as the virus continues to evolve, here is why we can’t pull the plug on research into new vaccines and therapeutics@gavi httpstco3GcbMXjXC5",positive,0.13636363636363635,0.45454545454545453,en,29,9,sarahkimani,63259,5867,False,#covid19,@gavi,Not provided
Sat Jun 19 05:05:13 +0000 2021,Twitter Web App,I am goingto explain the different types of vaccines again so moronic #SingaporeMoH can understand why inactivated vaccines are bettet than mRNA vaccines for fast mutating viruses like #Covid19. mRNA vaccines is a sun-unit vaccine that instructs the body to create a specific,I am goingto explain the different types of vaccines again so moronic #SingaporeMoH can understand why inactivated vaccines are bettet than mRNA vaccines for fast mutating viruses like #Covid19 mRNA vaccines is a sununit vaccine that instructs the body to create a specific,positive,0.06666666666666667,0.44166666666666665,en,9,4,juni77603930,225,370,unknown,#singaporemoh #covid19, ,Not provided
Sat Jun 19 05:05:17 +0000 2021,Twitter for Android,"So ceritanya i was made fun of by my friends when I said I want a cocktail of Covid19 vaccines. 😏😏😏😏😏
Look at whats… https://t.co/SNL1zGTy3Z",So ceritanya i was made fun of by my friends when I said I want a cocktail of Covid19 vaccines Look at whats httpstcoSNL1zGTy3Z,positive,0.3,0.2,en,0,0,nadia_lah,171,1001,unknown, , ,Betikville
Sat Jun 19 05:05:54 +0000 2021,Twitter for Android,"@OligarchyNow @yochayz @MuhammadSmiry It will be expired by the time it could be administered, for Godsake. 

No one on their right mind will send an expiring vaccine.

https://t.co/xq06zKJ616","@OligarchyNow @yochayz @MuhammadSmiry It will be expired by the time it could be administered, for Godsake No one on their right mind will send an expiring vaccine httpstcoxq06zKJ616",positive,0.2857142857142857,0.5357142857142857,en,9,2,EntkiSi,56,123,False, ,@oligarchynow @yochayz @muhammadsmiry,Not provided
Sat Jun 19 05:06:03 +0000 2021,Vaccine finder,"Pin Code:[411006] 
Rajiv Gandhi Hospital PMCG
Vaccines: COVAXIN,
Min Age Limit: [45,18],
Dose1 Capacity: 0,
Dose2 C… https://t.co/m0JffcjOdA","Pin Code411006 Rajiv Gandhi Hospital PMCG Vaccines COVAXIN, Min Age Limit 45,18, Dose1 Capacity 0, Dose2 C httpstcom0JffcjOdA",negative,-0.75,1.0,en,0,0,PuneUpdater,89,0,unknown, , ,Not provided
Sat Jun 19 05:06:16 +0000 2021,Twitter for Android,Some of them who spoke against #Vaccinenationalism  earlier are silent about it now 🤔,Some of them who spoke against #Vaccinenationalism earlier are silent about it now ,neutral,0.0,0.3,en,0,0,drbabukv,472,964,unknown,#vaccinenationalism, ,Kerala
Sat Jun 19 05:06:25 +0000 2021,#COVID19,"Pin Code:[411006] 
Rajiv Gandhi Hospital PMCG
Vaccines: COVAXIN,
Min Age Limit: [45,18],
Dose1 Capacity: 0,
Dose2 Capacity: 0,50,
Dates Available: 19-06-2021
#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","Pin Code411006 Rajiv Gandhi Hospital PMCG Vaccines COVAXIN, Min Age Limit 45,18, Dose1 Capacity 0, Dose2 Capacity 0,50, Dates Available 19062021 #VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",negative,-0.175,0.7,en,0,1,GuineeTags,8332,4,unknown,#vaccine #vaccinepune #cowin #covid19 #pune, ,Paris France
Sat Jun 19 05:06:30 +0000 2021,Twitter Web App,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/MBBXzCwqqZ https://t.co/…,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoMBBXzCwqqZ httpstco,neutral,0.0,0.0,en,738,759,pdotahmad,130,414,False, ,@shawajason,Not provided
Sat Jun 19 05:06:38 +0000 2021,Twitter for iPad,"Breaking: 410,000 Moderna #COVID19 vaccines will be delivered by China Airline's cargo flight from Luxembourg tonight and could arrive in #Taiwan as early as tomorrow afternoon at 3:20 pm, according to Apple Daily Taiwan. https://t.co/cVwVUuVavo","Breaking 410,000 Moderna #COVID19 vaccines will be delivered by China Airlines cargo flight from Luxembourg tonight and could arrive in #Taiwan as early as tomorrow afternoon at 320 pm, according to Apple Daily Taiwan httpstcocVwVUuVavo",positive,0.05,0.15,en,85,18,efreemanart,374,1594,False,#covid19 #taiwan, ,Not provided
Sat Jun 19 05:06:44 +0000 2021,Twitter for iPhone,RT @dus10flan: #MRNA #COVID19 #Vaccines in #Pregnant Women ⁦@NEJM⁩ #science  https://t.co/nXzudkl1Kx,RT @dus10flan #MRNA #COVID19 #Vaccines in #Pregnant Women @NEJM #science httpstconXzudkl1Kx,positive,0.3333333333333333,0.5,en,8,3,ecique_,340,769,False,#mrna #covid19 #vaccines #pregnant #science,@dus10flan @nejm,USA
Sat Jun 19 05:07:01 +0000 2021,Twitter for Android,"Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",Africa is in the midst of a full blown third wave The sobering trajectory of surging cases should rouse everyone into urgent action We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems,positive,0.1958333333333333,0.2875,en,199,156,DeeKonneh,90,4989,unknown,#covid19, ,Deutschland
Sat Jun 19 05:07:05 +0000 2021,Twitter for Android,"""These Covid19 vaccines are not safe...the gene-based design makes your body manufacture virus spike protein, and we've known for years that virus spike proteins trigger_blood_clots""

-Dr Michael Yeadon, Former Pfizer VP

@roadtoserfdom3","These Covid19 vaccines are not safethe genebased design makes your body manufacture virus spike protein, and weve known for years that virus spike proteins trigger_blood_clots Dr Michael Yeadon, Former Pfizer VP @roadtoserfdom3",neutral,0.0,0.0,en,18,13,shreksshrek,2328,2417,unknown, ,@roadtoserfdom3,Not provided
Sat Jun 19 05:07:05 +0000 2021,Twitter for Android,For me the greatest honor was that Prof. Jan Vilcek himself  called me up. We shared our memories about the old days of interferon research.,For me the greatest honor was that Prof Jan Vilcek himself called me up We shared our memories about the old days of interferon research,positive,0.55,0.6,en,765,86,padrealex,944,2345,unknown, , ,Not provided
Sat Jun 19 05:07:34 +0000 2021,Twitter Web App,".@WHO expects #Africa #COVID19 surge to get worse, fueled by lack of #COVIDVaccines @HealthGAP https://t.co/efc9hO208X https://t.co/yvkDppXbai","@WHO expects #Africa #COVID19 surge to get worse, fueled by lack of #COVIDVaccines @HealthGAP httpstcoefc9hO208X httpstcoyvkDppXbai",negative,-0.4,0.6,en,0,1,HEARDatUNSW,2736,4999,False,#africa #covid19 #covidvaccines,@who @healthgap,Sydney Australia
Sat Jun 19 05:07:43 +0000 2021,Vaccine finder,"Pin Code:[411038] 
Jayabai Sutar Hospital PMCG
Vaccines: COVISHIELD COVAXIN,
Min Age Limit: [45,18],
Dose1 Capacity… https://t.co/Wz5y8aaCfQ","Pin Code411038 Jayabai Sutar Hospital PMCG Vaccines COVISHIELD COVAXIN, Min Age Limit 45,18, Dose1 Capacity httpstcoWz5y8aaCfQ",negative,-0.75,1.0,en,0,0,PuneUpdater,89,0,unknown, , ,Not provided
Sat Jun 19 05:07:43 +0000 2021,Vaccine finder,"Pin Code:[411041] 
Murlidhar Laigude - PMCG
Vaccines: COVAXIN COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 0… https://t.co/Ocyhoj05rS","Pin Code411041 Murlidhar Laigude PMCG Vaccines COVAXIN COVISHIELD, Min Age Limit 18,45, Dose1 Capacity 0 httpstcoOcyhoj05rS",negative,-0.75,1.0,en,0,0,PuneUpdater,89,0,unknown, , ,Not provided
Sat Jun 19 05:08:05 +0000 2021,Twitter for iPhone,"Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID.  I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines. https://t.co/WcVq32s9WD","Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines httpstcoWcVq32s9WD",positive,3.700743415417188e-17,0.6333333333333334,en,605,397,catndogcare1,191,483,False, , ,Not provided
Sat Jun 19 05:08:39 +0000 2021,Bot Libre!,"@cinnagender The final insult: Some dying of #COVID while awaiting vaccine https://t.co/NjVFpLCYov More than 247,00… https://t.co/7mh9nxrCuA","@cinnagender The final insult Some dying of #COVID while awaiting vaccine httpstcoNjVFpLCYov More than 247,00 httpstco7mh9nxrCuA",positive,0.25,0.75,en,0,0,gangstamovement,1549,2236,unknown,#covid,@cinnagender,Not provided
Sat Jun 19 05:08:50 +0000 2021,Twitter for iPhone,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoTI0vK8DQLw,neutral,0.0,0.0,en,741,760,palicalinadia,143,353,False, ,@shawajason,California USA
Sat Jun 19 05:09:19 +0000 2021,Twitter for iPhone,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoTI0vK8DQLw,neutral,0.0,0.0,en,743,761,tistedamnseason,26,66,False, ,@shawajason,Not provided
Sat Jun 19 05:09:26 +0000 2021,Twitter for iPhone,"204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) https://t.co/xO2WleW4j2","204,344 #COVID19 vaccines have been administered so far today in Ontario 84 are 2nd doses These are huge vaccine days The pace of vaccination per capita is up there with the fastest in the world Way to go, Ontario Kenojuak Ashevaks Iqalutsiavak Beautiful Fish httpstcoxO2WleW4j2",positive,0.3375,0.725,en,2398,185,ElizabethRBess,2001,1946,False,#covid19, ,British Columbia  Canada 
Sat Jun 19 05:09:45 +0000 2021,Twitter for iPhone,"#WeCanDoThis! Help defeat #COVID19 by getting the vaccine today! Kids age 12 &amp; older are eligible to receive a COVID-19 vaccine. Let’s work together to protect our families &amp; community. 
🔍 Search https://t.co/nu559uiRTC
💬 Text your ZIP code to 438829",#WeCanDoThis Help defeat #COVID19 by getting the vaccine today Kids age 12 amp older are eligible to receive a COVID19 vaccine Let’s work together to protect our families amp community Search httpstconu559uiRTC Text your ZIP code to 438829,positive,0.16666666666666666,0.3333333333333333,en,11,4,MSN100MS46,87,674,False,#wecandothis #covid19, ,Not provided
Sat Jun 19 05:10:05 +0000 2021,Twitter Web App,"Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.","Any politician promoting lockdowns, mask mandates amp vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order",positive,0.24318181818181817,0.5022727272727273,en,150,47,BeeSting,1263,837,unknown, , ,South Australia 
Sat Jun 19 05:10:34 +0000 2021,Twitter Web App,"Novavax's long-awaited results of its US-Mexico Phase 3 trial shows that its #Covid19 vaccine performs about as well as the mRNA vaccines, protecting about 90% of recipients. This vaccine should play a big role internationally. https://t.co/jw5PxRnVO3","Novavaxs longawaited results of its USMexico Phase 3 trial shows that its #Covid19 vaccine performs about as well as the mRNA vaccines, protecting about 90 of recipients This vaccine should play a big role internationally httpstcojw5PxRnVO3",neutral,0.0,0.05,en,426,147,spiritgateoz,864,138,False,#covid19, ,Australia
Sat Jun 19 05:10:41 +0000 2021,Twitter Web App,RT @normanswan: This is great news for Australia. Need this vaccine ASAP. https://t.co/lpLhXKlM6f,RT @normanswan This is great news for Australia Need this vaccine ASAP httpstcolpLhXKlM6f,positive,0.8,0.75,en,699,123,spiritgateoz,864,138,False, ,@normanswan,Australia
Sat Jun 19 05:10:45 +0000 2021,Twitter for Android,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoTI0vK8DQLw,neutral,0.0,0.0,en,744,763,iy_Jimin,30,139,False, ,@shawajason,Malaysia
Sat Jun 19 05:10:46 +0000 2021,Twitter for iPad,"I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today Remember, there are 3 easy ways to find a #COVID19 vaccine near you Search httpstcod2PDWIps8o Text your ZIP code to 438829 Call 18002320233 httpstcoAMmcMmCtiP",positive,0.5083333333333333,0.7833333333333333,en,1097,352,GawlinskiLaura,423,2180,False,#wecandothis #covid19, ,Massachusetts USA
Sat Jun 19 05:10:53 +0000 2021,Twitter for Android,"SA #COVID19 Vaccinations Stats: 18 June 2021

Surpassed 2M mark for vaccines administered
Another all-time high! Nearing 100k daily doses

Administered Today: 95 247
Total Administered: 2 069 346
Remaining: 1 641 134 https://t.co/xvAllreVJn",SA #COVID19 Vaccinations Stats 18 June 2021 Surpassed 2M mark for vaccines administered Another alltime high Nearing 100k daily doses Administered Today 95 247 Total Administered 2 069 346 Remaining 1 641 134 httpstcoxvAllreVJn,positive,0.06666666666666667,0.43,en,20,9,marissalangeni,1070,666,False,#covid19, ,JHB
Sat Jun 19 05:11:16 +0000 2021,Twitter for Android,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know Hers is a desperate request for vaccines to Africa We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa",positive,0.13333333333333333,0.45555555555555555,en,532,267,AnantBhan,46853,14290,unknown, , ,Bhopal  Pune India
Sat Jun 19 05:11:41 +0000 2021,TwitterBot907,"Measures tightening in #Uganda due #COVID-19 #coronavirus surge ... 

| #Africa | #SARSCoV2 | #COVID19 | #PublicHealth | #pandemic | Via @AP 

https://t.co/GPB2I1w0BC",Measures tightening in #Uganda due #COVID19 #coronavirus surge #Africa #SARSCoV2 #COVID19 #PublicHealth #pandemic Via @AP httpstcoGPB2I1w0BC,negative,-0.125,0.375,en,1,4,PolyPoliLive,843,34,False,#uganda #covid19 #coronavirus #africa #sarscov2 #covid19 #publichealth #pandemic,@ap,Not provided
Sat Jun 19 05:12:16 +0000 2021,Twitter for iPhone,"“At the time of this writing, there have been a number of anecdotal reports of individuals experiencing remission o… https://t.co/sqWLApbQAG","At the time of this writing, there have been a number of anecdotal reports of individuals experiencing remission o httpstcosqWLApbQAG",neutral,0.0,0.0,en,0,0,YRUnotlistening,815,93,unknown, , ,London W10
Sat Jun 19 05:12:21 +0000 2021,Twitter for Android,Third wave of #coronavirus has hit Africa in a full blown manner. Gradual unlock in India a must for the economy but was shocked to see videos where people are flocking markets &amp; streets. This is not over yet folks so buckle up.,Third wave of #coronavirus has hit Africa in a full blown manner Gradual unlock in India a must for the economy but was shocked to see videos where people are flocking markets amp streets This is not over yet folks so buckle up,negative,-0.11666666666666665,0.45,en,243,37,ShettyPrathvi,201,988,unknown,#coronavirus, ,Mangalore India
Sat Jun 19 05:12:24 +0000 2021,Twitter Web App,"This 👇🏾
“no point in giving somebody a recipe if they don’t have the kitchen or the cooking skills or the ingredients.""

👉🏽is simply not true.

From Bangladesh to Vietnam, there is capacity to produce #Covid19 vaccines.

#TRIPSwaiver #PeoplesVaccine 
https://t.co/eeoCj9jhjt https://t.co/YmABGmWRN1","This no point in giving somebody a recipe if they don’t have the kitchen or the cooking skills or the ingredients is simply not true From Bangladesh to Vietnam, there is capacity to produce #Covid19 vaccines #TRIPSwaiver #PeoplesVaccine httpstcoeeoCj9jhjt httpstcoYmABGmWRN1",negative,-0.175,0.65,en,5,2,OxfaminBD,24063,523,False,#covid19 #tripswaiver #peoplesvaccine, ,Dhaka  CXB
Sat Jun 19 05:12:34 +0000 2021,Twitter for iPhone,RT @Jennifer_Bray: Remembering January and February when a message like this was just a pipe dream. Credit where it is due to the HSE,RT @Jennifer_Bray Remembering January and February when a message like this was just a pipe dream Credit where it is due to the HSE,negative,-0.125,0.375,en,73,4,CaherShane,585,973,unknown, ,@jennifer_bray,Not provided
Sat Jun 19 05:12:37 +0000 2021,Twitter for iPhone,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know Hers is a desperate request for vaccines to Africa We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa",positive,0.13333333333333333,0.45555555555555555,en,533,268,priyankasacheti,2419,2886,unknown, , ,BangaloreMuscat
Sat Jun 19 05:12:43 +0000 2021,Vaccine finder,"Pin Code:[411038] 
Jayabai Sutar Hospital PMCG
Vaccines: COVISHIELD COVAXIN,
Min Age Limit: [45,18],
Dose1 Capacity… https://t.co/opWR9DNzIv","Pin Code411038 Jayabai Sutar Hospital PMCG Vaccines COVISHIELD COVAXIN, Min Age Limit 45,18, Dose1 Capacity httpstcoopWR9DNzIv",negative,-0.75,1.0,en,0,0,PuneUpdater,89,0,unknown, , ,Not provided
Sat Jun 19 05:12:43 +0000 2021,Vaccine finder,"Pin Code:[411041] 
Murlidhar Laigude - PMCG
Vaccines: COVAXIN COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 0… https://t.co/luxhK6PYc2","Pin Code411041 Murlidhar Laigude PMCG Vaccines COVAXIN COVISHIELD, Min Age Limit 18,45, Dose1 Capacity 0 httpstcoluxhK6PYc2",negative,-0.75,1.0,en,0,0,PuneUpdater,89,0,unknown, , ,Not provided
Sat Jun 19 05:12:43 +0000 2021,Vaccine finder,"Pin Code:[411014] 
Galande Hospital Nagar Rd PMCG
Vaccines: COVAXIN,
Min Age Limit: [45,18],
Dose1 Capacity: 0,
Dos… https://t.co/EmZxZaovUZ","Pin Code411014 Galande Hospital Nagar Rd PMCG Vaccines COVAXIN, Min Age Limit 45,18, Dose1 Capacity 0, Dos httpstcoEmZxZaovUZ",negative,-0.75,1.0,en,0,0,PuneUpdater,89,0,unknown, , ,Not provided
Sat Jun 19 05:12:43 +0000 2021,Vaccine finder,"Pin Code:[411006] 
Cloudnine Kalyani Nagar PMC
Vaccines: COVISHIELD,
Min Age Limit: [18],
Dose1 Capacity: 1,
Dose2… https://t.co/GtCUOvnCKI","Pin Code411006 Cloudnine Kalyani Nagar PMC Vaccines COVISHIELD, Min Age Limit 18, Dose1 Capacity 1, Dose2 httpstcoGtCUOvnCKI",negative,-0.75,1.0,en,0,0,PuneUpdater,89,0,unknown, , ,Not provided
Sat Jun 19 05:12:43 +0000 2021,Vaccine finder,"Pin Code:[411027] 
Kasarwadi UHC
Vaccines: COVAXIN,
Min Age Limit: [18],
Dose1 Capacity: 0,
Dose2 Capacity: 16,
Dat… https://t.co/Zv4rKZKN2q","Pin Code411027 Kasarwadi UHC Vaccines COVAXIN, Min Age Limit 18, Dose1 Capacity 0, Dose2 Capacity 16, Dat httpstcoZv4rKZKN2q",negative,-0.75,1.0,en,0,0,PuneUpdater,89,0,unknown, , ,Not provided
Sat Jun 19 05:12:43 +0000 2021,Vaccine finder,"Pin Code:[411041] 
Navale Medical College
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 0,414,1,438… https://t.co/frVDnDDM1N","Pin Code411041 Navale Medical College Vaccines COVISHIELD, Min Age Limit 18,45, Dose1 Capacity 0,414,1,438 httpstcofrVDnDDM1N",negative,-0.375,0.5,en,0,0,PuneUpdater,89,0,unknown, , ,Not provided
Sat Jun 19 05:12:43 +0000 2021,Vaccine finder,"Pin Code:[411011] 
Kamala Nehru PMCG
Vaccines: COVAXIN,
Min Age Limit: [18,45],
Dose1 Capacity: 0,
Dose2 Capacity:… https://t.co/h1RB4xBR7F","Pin Code411011 Kamala Nehru PMCG Vaccines COVAXIN, Min Age Limit 18,45, Dose1 Capacity 0, Dose2 Capacity httpstcoh1RB4xBR7F",negative,-0.75,1.0,en,0,0,PuneUpdater,89,0,unknown, , ,Not provided
Sat Jun 19 05:12:43 +0000 2021,Vaccine finder,"Pin Code:[411060] 
Bhangire Hospital - PMCG
Vaccines: COVAXIN,
Min Age Limit: [18,45],
Dose1 Capacity: 0,
Dose2 Cap… https://t.co/zPhtUYoC5h","Pin Code411060 Bhangire Hospital PMCG Vaccines COVAXIN, Min Age Limit 18,45, Dose1 Capacity 0, Dose2 Cap httpstcozPhtUYoC5h",negative,-0.75,1.0,en,0,0,PuneUpdater,89,0,unknown, , ,Not provided
